m_lat,m_lon
-34.6178608783104,172.994412982901
-34.8603809796037,173.171146106754
-34.9940870970795,173.352121058372
-34.927324558089,173.359543319682
-34.9405530224395,173.477332535099
-35.1597334094204,174.026354682989
-35.3418503720428,174.079259302489
-35.3551443286381,174.163151934302
-35.2723535279908,174.229211162641
-35.285645520301,174.313042363657
-35.35961356821,174.302922354492
-35.5221075807479,174.405260995742
-35.7385031205974,174.622422166657
-35.7506031820566,174.545836283744
-35.8246259400191,174.513698784614
-35.8986890861489,174.55338610918
-35.8648831066903,174.374120848829
-36.2330559446755,174.789766761627
-36.3753319067354,174.80662925115
-36.3667340419923,174.699150994225
-36.5628945925701,174.917332370418
-36.553854625301,174.6060155159
-36.5920373045209,174.595981610608
-36.6714432777169,174.848277668433
-36.7241100481202,174.795029032346
-36.8036580046453,175.199667461032
-36.8563974332845,175.123499799617
-36.9214313780351,175.189005765312
-45.92,166.5
-45.42,166.83
-45.08,167.08
-44.75,167.58
-44.42,167.92
-44.08,168.33
-44,168.83
-43.67,169.5
-43.33,170
-43,170.5
-42.67,171.08
-42.25,171.33
-41.83,171.5
-41.67,172
-41.33,172.17
-40.92,172.17
-40.67,172.58
-40.67,172.58
-40.92,173.08
-41.33,173.17
-41.17,173.5
-40.92,173.83
-41.25,173.92
-41.33,174.33
-41.83,174.33
-42.17,174
-42.58,173.58
-43,173.25
-43.17,172.83
-43.5,172.75
-43.75,173.08
-43.75,172.42
-44.08,172
-44.33,171.42
-44.67,171.25
-45.08,171.08
-45.5,170.92
-45.92,170.58
-46.25,170.17
-46.5,169.67
-46.67,169
-46.5,168.33
-46.42,167.83
-46.17,167.58
-46.25,167.25
-46.17,166.75
-45.92,166.5
-47.33,167.58
-46.67,168
-47,168.25
-47.33,167.58
5.67,95.33
5.67,95.92
5.33,96.33
5.33,96.92
5.25,97.58
4.92,98
4.5,98.25
4.08,98.58
4.08,98.58
3.75,99
3.5,99.5
3.17,100
2.67,100.33
2.17,100.75
2.25,101.25
1.75,101.75
1.67,102.25
1.17,102.67
1.08,103.08
0.58,103
0.58,103.42
0.17,103.83
-0.25,103.75
-0.67,103.5
-1,103.83
-1,104.42
-1.67,104.58
-1.92,104.92
-2.33,105.08
-2.33,105.58
-2.67,105.92
-3,106.17
-3.5,105.92
-4.17,105.92
-4.67,105.92
-5.25,105.83
-5.75,105.75
-5.5,105.33
-5.5,104.92
-5.5,104.92
-5.75,104.75
-5.58,104.42
-5.08,104
-4.75,103.5
-4.25,102.83
-3.83,102.42
-3.5,102.25
-3.17,101.75
-2.58,101.33
-2.08,100.92
-1.67,100.83
-1.08,100.5
-0.67,100.42
-0.25,100
0.08,99.83
0.33,99.25
1,99.08
1.5,98.83
1.83,98.83
2.17,98.33
2.42,97.83
2.92,97.67
3.33,97.25
3.75,96.92
3.83,96.58
4.33,96.08
4.75,95.67
5.17,95.42
5.67,95.33
-6.67,105.5
-6.33,105.83
-5.83,106.08
-6,106.67
-5.83,107.08
-5.92,107.42
-6.17,107.92
-6.25,108.42
-6.67,108.67
-6.75,109.08
-6.75,109.58
-6.83,110.08
-6.83,110.5
-6.33,110.83
-6.33,110.83
-6.58,111.33
-6.75,111.92
-6.83,112.42
-7.08,112.75
-7.5,112.83
-7.67,113.42
-7.58,113.92
-7.67,114.42
-8.17,114.42
-8.58,114.42
-8.5,114
-8.33,113.58
-8.17,113.08
-8.33,112.5
-8.17,112
-8.17,111.5
-8.08,111
-8,110.5
-7.75,110
-7.67,109.58
-7.67,109
-7.75,108.58
-7.67,108
-7.42,107.58
-7.33,107
-7.25,106.5
-7,106.58
-6.75,106
-6.67,105.5
-8.74,115.25
-8.39,114.7
-8.25,114.66
-8.17,115.25
-8.41,115.66
-8.74,115.25
-8.41104686737567,118.028059442558
-8.31513720330521,117.800233775704
-8.23850275663592,117.771133889163
-8.14112393707432,117.78201565897
-8.04693716012936,117.891597216745
-8.02632336439236,118.028678971886
-8.2045125956636,118.209863132734
-8.13412136544481,118.341150003211
-8.17755131869922,118.490577916196
-8.24549682209156,118.538161387257
-8.45229962510046,118.538011755498
-8.24047674160013,118.683989142027
-8.2229397160943,118.822552454983
-8.32303393577706,118.924438381285
-8.51660162952348,118.938166827376
-8.49766161526527,119.01687533373
-8.54484714508597,119.045063562893
-8.72669262138055,119.038311667375
-8.63484539966358,118.897912175047
-8.61235565715134,118.762062486925
-8.64093883774496,118.701251114399
-8.71092798000638,118.734552731523
-8.79437514604275,118.364386654044
-8.75478928660519,118.301320534076
-8.63075970987202,118.340398476142
-8.60522193470337,118.302890396088
-8.85261847265665,118.073807185621
-8.83527108123706,117.944273460881
-9.04628387252848,117.401645482742
-9.02781109505081,117.245169969743
-9.08827341335281,117.111221280244
-9.06163672559732,116.939654348515
-8.97738879499421,116.804445183712
-8.85018716540458,116.773523336899
-8.7288715260848,116.83315276587
-8.61455696645733,116.795232314044
-8.42958305171861,117.077801681411
-8.49826401865994,117.618649472466
-8.62511406456012,117.660887096159
-8.69280312510885,117.917841225883
-8.57196026340501,117.997664320666
-8.56269505419067,118.124347818222
-8.47663467713424,118.144375898145
-8.41104686737567,118.028059442558
-8.217147185206,123.121894797409
-8.37717688086487,122.8140789876
-8.48047251303811,122.828746858869
-8.78891983332545,122.153250689542
-8.77217583443668,122.010507328041
-8.91879755691578,121.81964078335
-8.8424742045866,121.426605479542
-8.96829670675575,121.280082027804
-8.98540185961284,121.140253574465
-8.77019179860951,120.610408669538
-8.75374619466182,119.975495478487
-8.4983110354637,119.877209938693
-8.38806259951003,119.886321644487
-8.29202678960401,120.051539281222
-8.21220852858177,120.365265686815
-8.26389127802245,120.668172517252
-8.51062940649318,121.245945768375
-8.64800035662666,121.429475067864
-8.65237824075205,121.572101915315
-8.518838368821,121.709233800311
-8.4761458554594,122.085632890189
-8.55708755566288,122.260422672658
-8.50313307502545,122.45721336682
-8.40506946331763,122.4264745333
-8.1727453755201,122.843243159426
-8.09667607028572,122.896024060187
-8.04962935658149,122.856567018172
-8.07446822895798,122.756753349161
-7.97545059520764,122.822579993711
-7.99363350175412,123.026743465421
-8.08061928585358,123.119484876657
-8.217147185206,123.121894797409
-8.48030162933665,123.556630976114
-8.3706895723723,123.375269496328
-8.25228615033961,123.52562619993
-8.24990993107508,123.864887322583
-8.35134764177375,123.886639121697
-8.48030162933665,123.556630976114
-8.88506847700632,116.41458176826
-8.8290843858457,115.958998793949
-8.68125088548129,116.125779049575
-8.48053453359116,116.13262296429
-8.32834935339669,116.236062836227
-8.28269026263688,116.441914388614
-8.37906860233304,116.655553453564
-8.88506847700632,116.41458176826
-8.42,124.33
-8.08,124.5
-8.1226030733851,124.667446588662
-8.16513768314841,124.834928692729
-8.20760345126261,125.002446450707
-8.25,125.17
-8.29266530041313,124.96006840228
-8.33522079734325,124.750091288369
-8.37766589534082,124.540068529687
-8.42,124.33
-7.92,125.83
-7.58,126
-7.5,126.67
-7.92,126.42
-7.92,125.83
-9.42,119
-9.33,119.5
-9.33,120
-9.58,120.5
-10,120.92
-10.25,120.42
-9.92,120
-9.75,119.67
-9.75,119.17
-9.42,119
-10.33,123.5
-9.67,123.67
-9.33,123.92
-9.17,124.33
-9,124.83
-8.67,125.08
-8.5,125.67
-8.42,126.25
-8.33,126.75
-8.33,127.25
-8.67,126.92
-8.92,126.42
-9.08,125.92
-9.25,125.42
-9.58,124.92
-10.08,124.5
-10.25,124
-10.33,123.5
-7.92,131.17
-7.42,131.25
-7.08,131.58
-7.58,131.58
-7.92,131.17
-6.92,134.08
-6.33,134.08
-5.83,134.25
-5.42,134.5
-5.92,134.67
-6.5,134.5
-6.92,134.08
-1.92,105.25
-1.58,105.5
-1.5,106
-2,106.25
-2.42,106.42
-2.5,106.75
-3,106.67
-2.62,106
-2.25,106
-2,105.75
-1.92,105.25
-3.08,107.67
-2.5,107.75
-2.67,108.33
-3.17,108.08
-3.08,107.67
-7.17947357427633,113.058819945317
-7.13003635652306,112.930397733542
-6.98003584545403,112.839982106007
-6.90380885719669,113.003180387849
-6.92181325660225,113.142026881074
-6.85526626130036,113.795387206126
-6.89199111624995,113.95088824877
-7.16353292357206,113.639357619324
-7.17947357427633,113.058819945317
1,108.92
1.58,109.08
2,109.5
1.75,110
1.67,110.58
1.58,111.08
2.25,111.33
2.83,111.5
2.92,112
3,112.58
3.33,113.08
3.75,113.33
4.08,113.75
4.08,113.75
4.67,114.25
4.92,114.75
4.92,115.42
5.33,115.42
5.83,116
6.25,116.17
6.58,116.67
7,117
6.75,117.25
6.42,117.75
5.92,117.75
5.75,118.25
5.42,118.75
5.17,119.25
5,118.75
4.83,118.25
4.42,118.58
4.25,117.92
3.67,117.83
3.25,117.5
2.75,117.75
2.33,118.08
2,117.83
1.58,118.25
1.25,118.67
0.92,119
0.83,118.42
0.83,117.92
0.5,117.67
0,117.5
0,117.5
-0.58,117.42
-1,117.17
-1.33,116.75
-1.75,116.33
-2.25,116.67
-2.92,116.33
-3.42,116.17
-3.67,115.67
-3.92,115.17
-4.08,114.75
-3.67,114.67
-3.33,114.33
-3.42,113.83
-3.08,113.25
-3.33,112.83
-3.33,112.33
-3.5,111.83
-2.75,111.75
-2.92,111.42
-3,110.92
-2.92,110.33
-2.33,110.25
-1.75,110.08
-1.25,110.08
-0.75,109.75
-0.42,109.25
0.08,109.25
0.42,109
1,108.92
-2.83,118.83
-2.42,119.17
-1.92,119.33
-1.33,119.33
-0.92,119.5
-0.58,119.83
-0.08,119.83
0.42,119.92
0.75,120
0.75,120.67
1.33,120.92
1.17,121.42
1.08,122
1,122.5
0.83,122.92
0.92,123.33
0.92,123.92
1.17,124.42
1.5,124.75
1.75,125
1.75,125
1.5,125.25
1.08,125
0.58,124.58
0.42,124
0.33,123.5
0.5,123
0.5,122.5
0.5,122
0.5,121.42
0.42,121
0.5,120.67
0.42,120.33
-0.08,120.08
-0.67,120.08
-0.92,120.58
-1.33,120.67
-1.33,121.17
-0.92,121.58
-0.92,122.08
-0.75,122.58
-0.58,123.17
-0.92,123.5
-0.92,122.92
-1.33,122.5
-1.67,122.08
-1.92,121.5
-2.42,121.92
-2.75,122.17
-3.17,122.42
-3.5,122.08
-3.5,122.08
-3.83,122.5
-4.33,122.83
-4.75,123.17
-5.33,123.17
-5.67,122.67
-5.33,122.33
-4.58,122.33
-4.83,122
-4.67,121.58
-4.08,121.67
-3.83,121.17
-3.42,120.92
-3,121.08
-2.67,121.08
-2.67,120.67
-3,120.25
-3.5,120.42
-4,120.42
-4.5,120.42
-5,120.33
-5.5,120.42
-5.58,119.92
-5.58,119.5
-5.17,119.42
-4.58,119.58
-4,119.67
-3.5,119.5
-3.5,119
-2.83,118.83
1.08,127.33
1.5,127.5
1.92,127.58
2.17,128
1.75,127.83
1.33,128.08
1.58,128.67
1.08,128.67
0.83,128.25
0.5,128.5
0.5,128
0,127.92
-0.42,128
-0.92,128.42
-0.58,127.92
-0.17,127.58
0.25,127.67
0.67,127.58
0.772501500511419,127.51750492286
0.875002082026049,127.455006830665
0.977501622534029,127.392505323155
1.08,127.33
-3.25,126
-3.08,126.5
-3.17,127
-3.58,127.17
-3.83,126.83
-3.67,126.33
-3.25,126
-3.17,127.92
-2.83,128.25
-2.83,128.92
-2.75,129.5
-3,129.92
-3,130.42
-3.42,130.75
-3.83,130.75
-3.58,130.25
-3.42,129.42
-3.33,128.92
-3.42,128.5
-3.17,127.92
-1.97171215397888,124.615533401065
-1.93596686941992,124.508466684028
-1.73058441962512,124.54876487104
-1.6838264624442,124.701538962367
-1.78353929485945,125.190895688033
-1.89914675908637,125.371678786335
-1.97171215397888,124.615533401065
-1.67,127.33
-1.33,127.58
-1.67,128.17
-1.67003363289756,127.960000002396
-1.67004484391371,127.75
-1.67003363289756,127.539999997604
-1.67,127.33
-0.17,130.33
0,130.75
-0.25,131.25
-0.42,130.75
-0.17,130.33
-0.67,135.33
-0.67,135.92
-1.08,136.25
-1.17,135.83
-0.67,135.33
-1.33,130.83
-0.83,131.25
-0.83,131.25
-0.67,131.83
-0.33,132.17
-0.33,132.83
-0.67,133.25
-0.67,133.92
-1.33,134.17
-1.83,134
-2.33,134.17
-2.5,134.58
-3,134.75
-3.33,135.17
-3.33,135.58
-2.92,135.83
-2.58,136.08
-2.17,136.5
-2.08,137
-1.67,137.25
-1.42,137.92
-1.67,138.42
-2,139
-2.17,139.5
-2.33,140
-2.33,140.42
-2.58,141
-2.75,141.5
-2.92,142
-3.08,142.42
-3.33,143
-3.42,143.5
-3.67,144
-3.67,144
-3.92,144.5
-4.25,145
-4.5,145.42
-4.92,145.75
-5.5,145.75
-5.58,146.25
-5.92,146.83
-5.83,147.42
-6.17,147.83
-6.67,147.83
-6.75,147.42
-6.83,147
-7.25,147.17
-7.75,147.67
-8,148.17
-8.58,148.25
-9.08,148.58
-9,149.25
-9.42,149.08
-9.58,149.58
-9.58004736610185,149.684999990233
-9.58006315482112,149.79
-9.58004736610185,149.895000009767
-9.58,150
-9.6650170150247,149.937547649611
-9.75002275796275,149.875063729551
-9.83501712196827,149.812547944822
-9.92,149.75
-9.96004928833762,149.854961268822
-10.0000658127392,149.959948297964
-10.0400494307755,150.06496117819
-10.08,150.17
-10.17,150.75
-10.58,150.58
-10.67,150
-10.33,149.75
-10.25,149.25
-10.17,148.67
-10.08,148.08
-10.08,148.08
-10,147.58
-9.67,147.42
-9.33,147
-8.92,146.5
-8.5,146.25
-8,146
-7.92,145.58
-7.67,145
-7.5,144.67
-7.5,144.17
-7.92,143.83
-8.17,143.58
-8.33,143.17
-8.75,143.33
-9,143.17
-9.25,142.58
-9.08,142
-9.08,141.5
-9,141
-8.67,140.58
-8.33,140.25
-8,140
-8.08,139.42
-8.08,138.83
-8.33,138.25
-8.33,137.67
-7.75,138
-7.33,138.25
-7.25,138.75
-6.75,138.58
-6.75,138.58
-6.17,138.42
-5.58,138.17
-5.25,137.83
-5,137.33
-4.83,136.75
-4.58,136.17
-4.42,135.58
-4.33,135
-4.08,134.58
-3.83,134.08
-3.5,133.67
-4,133.25
-4,132.83
-3.58,132.75
-3.25,132.67
-2.92,132.25
-2.83,131.92
-2.67,132.17
-2.75,132.67
-2.5,133.08
-2.5,133.67
-2,133.83
-2.17,133.25
-2.25,132.75
-2.25,132.25
-2,131.83
-1.58,131.83
-1.5,131.42
-1.33,130.83
16.25,119.83
16.08,120.33
16.58,120.33
17.17,120.5
17.58,120.33
18,120.5
18.5,120.67
18.58,121.08
18.33,121.5
18.25,121.92
18.5,122.33
17.92,122.17
17.42,122.17
17.3350505669733,122.252614230244
17.2500672843816,122.335152014794
17.1650503597482,122.417613792146
17.08,122.5
16.9550131450595,122.457415602305
16.8300174731454,122.414887811259
16.7050130647518,122.372416114012
16.58,122.33
16.17,122
15.75,121.58
15.75,121.58
15.25,121.42
14.58,121.67
14.08,121.83
13.92,122.25
14.17,122.58
14.17,122.92
14,123.33
13.75,123.92
13.67,123.58
13.33,123.75
12.92,124.17
12.83,123.83
13,123.42
13.58,123.08
13.83,122.58
13.5,122.67
13.08,122.67
13.67,122.17
13.92,121.75
13.58,121.25
13.75,120.67
14.17,120.67
14.5,121
14.75,120.67
14.42,120.58
14.75,120.08
15.25,120
15.67,119.92
16.25,119.83
8.42,117.25
8.92,117.5
9.25,117.92
9.67,118.42
10,118.75
10.5,119.17
11.25,119.5
10.5,119.67
10.08,119.17
9.92,118.83
9.42,118.58
9.08,118.17
8.75,117.92
8.42,117.25
13.42,120.42
13.42,120.83
13.33,121.25
13,121.58
12.5,121.58
12.17,121.17
12.5,120.92
13,120.75
13.42,120.42
12.5,124.33
12.42,124.75
12.5,125.25
12.08,125.5
11.67,125.5
11.08,125.67
11.08,125
10.67,125
10.25,125.25
10.17,124.75
10.75,124.75
10.83,124.42
11.42,124.42
11.33,124.83
11.4350092375575,124.872452451556
11.5400123583124,124.914936389349
11.6450092999543,124.957452132259
11.75,125
11.8125822133927,124.875085873722
11.8751098329257,124.750114689432
11.9375825360643,124.625086160275
12,124.5
12.5,124.33
10.5,121.92
10.92,122
11.42,122.08
11.83,121.92
11.75,122.5
11.5,122.58
11.5,123.17
10.92,123.08
10.83,123.5
10.42,123.42
10.67,123.83
11.08,124
10.58,124
10.17,124
10.08,124.5
9.67,124.5
9.58,124
9.92,123.75
9.58,123.5
9.75,123.17
9.25,123.33
9,123
9.33,122.67
9.43501664882601,122.607557522328
9.5400222862546,122.545076997148
9.64501678063041,122.482557973615
9.75,122.42
9.81254636686287,122.522441731899
9.87506196364376,122.624922144635
9.93754657865356,122.727441485088
10,122.83
10.42,122.83
10.58,122.5
10.5,121.92
7.17,122
7.75,122.08
8,122.33
8.17,122.83
8.5,123.08
8.67,123.5
8.5,123.83
8.08,123.92
8.42,124.25
8.5,124.67
9,124.83
8.83,125.17
9.08,125.5
9.75,125.42
9.75,125.42
9.33,126
8.83,126.33
8.25,126.33
7.67,126.58
7.25,126.58
6.83,126.33
6.33,126.17
6.92,126
7.33,125.75
7,125.5
6.75,125.33
6.42,125.58
6.08,125.75
5.58,125.42
5.92,125.08
5.92,124.75
6.17,124.33
6.42,124
7,124
7.33,124.25
7.58,124
7.75,123.58
7.42,123.25
7.33,122.92
7.75,122.83
7.67,122.5
7.25,122.25
6.83,122.08
7.17,122
-5.5,148.25
-5.58,148.83
-5.58,149.42
-5.5,150
-5.5,150.42
-5.5,150.83
-4.92,151.25
-4.92,151.67
-4.17,151.5
-4.17,152.25
-4.67,152.42
-5,152.08
-5.58,152
-5.58,151.58
-6,151.17
-6.25,150.67
-6.25,150.17
-6.25,149.67
-6.17,149.17
-5.83,148.83
-5.75,148.33
-5.5,148.25
-2.21576668400953,147.19809472474
-2.18724679446117,146.7185549723
-2.1378862505337,146.595908484641
-1.9867182048445,146.756982740847
-1.96600247905389,147.092420697003
-2.07707403790962,147.366351090669
-2.21576668400953,147.19809472474
-3.73634530808361,152.468043392879
-4.16655953262886,153.061019328995
-4.28377638714791,153.092343683017
-4.60660515756206,153.048863813647
-4.74546190406671,152.954666247085
-4.78953628748618,152.881033736061
-4.55772838101401,152.723341270769
-4.25506601392839,152.720908552785
-3.73634530808361,152.468043392879
-3.45722171984702,152.022494078021
-3.45087566150437,151.938009576222
-3.04935695015838,151.303894544589
-2.8361616428279,151.071722959216
-2.76105478411147,151.146382736326
-3.10603463486951,151.621798602667
-3.35671289773501,152.066838698159
-3.43183068784051,152.084122496299
-3.45722171984702,152.022494078021
-5.42,154.67
-5.5,155.08
-6.17,155.58
-6.58,156
-6.83,155.5
-6.5,155.17
-6,154.83
-5.42,154.67
-7.30804153601413,157.408439343801
-7.34627172412957,157.304967472915
-7.26191908064289,157.033128660566
-6.79430735124937,156.487534339115
-6.67685911501031,156.478749495251
-6.82916558514358,156.886237649908
-7.11623192478533,157.139389253712
-7.30804153601413,157.408439343801
-8.53102643736693,157.849108564222
-8.51260740557505,157.698151375293
-8.33215703657426,157.551577944195
-8.29246350817381,157.462360681115
-8.29963058243987,157.300027804215
-8.02900797011925,157.362143839028
-7.96993317813849,157.437187938194
-7.99715261863547,157.569982053477
-8.4167301992257,157.88452843002
-8.53102643736693,157.849108564222
-8.47312000521855,159.783088995371
-7.8870868090001,158.725924476823
-7.67923904171745,158.553723532268
-7.5588923447561,158.605784570939
-7.96475955962262,159.167725792182
-8.26925313382878,159.74144109164
-8.35813737917717,159.839164571601
-8.47312000521855,159.783088995371
-9.51514385708004,161.285080612403
-9.16309677321365,160.889902754384
-8.92188442739894,160.833856752539
-8.57258054981554,160.667803074198
-8.47112565544728,160.677589483136
-8.45287667460012,160.802617888886
-8.53599257033957,160.903693859702
-9.51514385708004,161.285080612403
-9.25,159.5
-9.33,160.25
-9.67,160.83
-9.92,160.5
-9.83,160.08
-9.83,159.67
-9.5,159.42
-9.25,159.5
-10.17,161.25
-10.33,162
-10.75,162.33
-10.67,161.75
-10.17,161.25
20.27,-155.88
20.15,-155.63
20.05,-155.37
19.92,-155.13
19.68,-155.02
19.52,-154.8
19.33,-155
19.27,-155.3
19.13,-155.52
18.93,-155.65
19.08,-155.92
19.35,-155.88
19.77,-156.05
19.95,-155.87
20.27,-155.88
